ano,titulo_livro,genero_livro,pais_primeira_edicao,nome_autor,nacionaldade_autor,genero_autor,faixa_etaria_autor,nome_pais_autor,nome_editora,sede_editora,site_editora,sigla_pais_iso2,indicador_vencedor,indicador_finalista,indicador_semifinalista
2024,Língua,Poesia,Brasil,Barbara Ariola,Brasileira,Feminino,de 20 a 30 anos,Brasil,Primata,Brasil,https://www.editoraprimata.com/,BR,Não,Não,Não
2024,Língua Solta,Poesia,Portugal,Flora Lahuerta,Brasileira,Feminino,de 40 a 50 anos,Portugal,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Sim
2024,Líquido,Poesia,Brasil,Cristiana Rodrigues,Brasileira,Feminino,de 40 a 50 anos,Brasil,Vasta,Brasil,,BR,Não,Não,Não
2024,Líquido Celeste,Poesia,Portugal,Nadine Nevsky,Portuguesa,Feminino,de 20 a 30 anos,Portugal,Glaciar,Portugal,www.glaciar.com.pt,PT,Não,Não,Não
2024,Lisboa inspira: Relatos de uma doutoranda madura (ou nem tanto...),Crônica,Brasil,Rosana De Moraes,Brasileira,Feminino,de 50 a 60 anos,Brasil,Imprimatur,Brasil,https://imprimatur.com.br/,BR,Não,Não,Não
2024,LiteratCura,Crônica,Brasil,Elis Franco,Brasileira,Feminino,de 40 a 50 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Liturgia das horas,Poesia,Brasil,Henrique Fagundes Carvalho,Brasileira,Masculino,de 40 a 50 anos,Brasil,Caravana,Brasil,https://caravanagrupoeditorial.com.br/,BR,Não,Não,Não
2024,Livro,Poesia,Brasil,Guilherme Tanello De Freitas Brante,Brasileira,Masculino,de 20 a 30 anos,Brasil,Toma Aí Um Poema,Brasil,http://loja.tomaaiumpoema.com.br/,BR,Não,Não,Não
2024,Livro da vacuidade e da demanda do vento,Poesia,Portugal,Henrique Levy,Cabo-verdeana,Masculino,de 60 a 70 anos,Portugal,Kotter,Portugal,,BR,Não,Não,Não
2024,Livro das Ausências,Poesia,Brasil,Herminia Lima,Brasileira,Feminino,de 50 a 60 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Livro das marés,Poesia,Brasil,Solange Rebuzzi,Brasileira,Feminino,de 70 a 80 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,Livro de Urgências,Poesia,Brasil,Jonas Leite,Brasileira,Masculino,de 40 a 50 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Livro sem nome,Romance,Brasil,Paulo Henrique Passos,Brasileira,Masculino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Lixeira de celofane,Poesia,Brasil,Hugo Guimaraes,Brasileira,Masculino,de 40 a 50 anos,Brasil,Arpillera,Brasil,,BR,Não,Não,Não
2024,Louças de família,Romance,Brasil,Eliane Marques,Brasileira,Feminino,de 50 a 60 anos,Brasil,Autêntica,Brasil,https://grupoautentica.com.br/,BR,Não,Não,Não
2024,Lua Fabricada e outras histórias,Conto,Brasil,Fabiane Ribeiro,Brasileira,Feminino,de 30 a 40 anos,Chéquia,Autopublicação,,,BR,Não,Não,Não
2024,Luar é verbo: notas sobre a fluidez,Poesia,Brasil,Sarah Vervloet,Brasileira,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Lucius & Yeshua,Romance,Brasil,Denis Nishimura,Brasileira,Masculino,de 50 a 60 anos,Japão,Autopublicação,,,BR,Não,Não,Não
2024,Luísa de Gusmão,Romance,Portugal,Isabel Machado,Portuguesa,Feminino,de 50 a 60 anos,Portugal,Presença,Portugal,https://www.presenca.pt/,PT,Não,Não,Não
2024,Luiza: uma jornada de amor e recomeços ,Romance,Brasil,Wilson Oliveira,Brasileira,Masculino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Lumes de Memórias e Outras Alumiações,Poesia,Brasil,Nadia Barbosa,Brasileira,Feminino,de 60 a 70 anos,Brasil,Kotter,Brasil,pt.kotter.com.br,BR,Não,Não,Não
2024,Má,Poesia,Brasil,Neysi Oliveira,Brasileira,Feminino,de 50 a 60 anos,Brasil,Donizela,Brasil,www.donizela.com,BR,Não,Não,Não
2024,Madrasta terra - crônicas do latifúndio da Amazônia,Romance,Brasil,Ivanildo Ferreira Alves,Brasileira,Masculino,de 50 a 60 anos,Brasil,Paka-Tatu,Brasil,www.editorapakatatu.com.br,BR,Não,Não,Não
2024,Madreselva ,Conto,Brasil,Angela Cuartas,Colombiana,Feminino,de 40 a 50 anos,Brasil,Diadorim,Brasil,www.diadorimeditora.com.br,BR,Não,Não,Não
2024,Mãe Fantasma,Poesia,Brasil,Daniela Rezende,Brasileira,Feminino,de 20 a 30 anos,Brasil,Primata,Brasil,https://www.editoraprimata.com/,BR,Não,Não,Não
2024,"Mãe, eu tô sangrando",Conto,Brasil,Stela Rates,Brasileira,Feminino,de 60 a 70 anos,Brasil,Bestiário,Brasil,www.bestiario.com.br,BR,Não,Não,Não
2024,"Mães da terra, filhos do mar",Romance,Brasil,Tales Sebastiao Elia,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Mágicah,Poesia,Brasil,Duda Araujo,Brasileira,Masculino,de 50 a 60 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Mais de vinte poemas de amor (todos canções desesperadas),Poesia,Brasil,Ana Valeria Fink,Brasileira,Feminino,de 50 a 60 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Mais gente que bicho,Poesia,Brasil,Nathalia Bezerra,Brasileira,Feminino,de 20 a 30 anos,Brasil,Primata,Brasil,https://www.editoraprimata.com/,BR,Não,Não,Não
2024,Mais ridículo que ,Poesia,Brasil,Thomaz Pereira,Brasileira,Masculino,de 40 a 50 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,Malas leves para fugir,Romance,Brasil,Beatriz Singer,Brasileira,Feminino,de 40 a 50 anos,França,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Maldição Madalena,Conto,Brasil,Meiri Farias,Brasileira,Feminino,de 20 a 30 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Mamilos apontando para baixo,Conto,Brasil,Ana May Brasil,Brasileira,Feminino,de 70 a 80 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Mancha Gráfica,Poesia,Brasil,Katiuce Lopes Justino,Brasileira,Feminino,de 40 a 50 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,"Manga verde com sal Cartas de amor, de luto, do sabor agridoce da vida",Romance,Brasil,Erilene Firmino,Brasileira,Feminino,de 50 a 60 anos,Brasil,Casa de Memória,Brasil,https://www.instagram.com/casadememoria4/,BR,Não,Não,Não
2024,Manifesto do abandono,Poesia,Brasil,Marcelo Henzel,Brasileira,Masculino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Manual do luto,Crônica,Brasil,Carpinejar,Brasileira,Masculino,de 50 a 60 anos,Brasil,Bertrand Brasil,Brasil,https://www.record.com.br/editoras/bertrand-brasil/,BR,Não,Não,Não
2024,Manual prático de como vestir um pai morto,Conto,Brasil,Anderson Araujo,Brasileira,Masculino,de 40 a 50 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Mapa de timbres,Poesia,Brasil,Juliah Vargas-Viegas,Brasileira,Feminino,de 60 a 70 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Mapas dos campos minados,Poesia,Brasil,Claudinei Sevegnani,Brasileira,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Máquina de Escrever Sentimentos,Crônica,Portugal,Ines Meneses,Portuguesa,Feminino,de 50 a 60 anos,Portugal,Contraponto,Portugal,https://www.contrapontoeditores.pt/,PT,Não,Não,Não
2024,Maquinário feminino e outras conversas,Poesia,Brasil,Marina Grandolpho,Brasileira,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Máquinas escrotas,Romance,Brasil,Rodrigo Santos,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Mar Aberto,Conto,Brasil,Aci Maia,Brasileira,Feminino,de 60 a 70 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Mar de sal,Poesia,Brasil,Fabiola Glashan,Brasileira,Feminino,de 40 a 50 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Mar fechado mar aberto,Romance,Brasil,Angela Zanirato E Ivy Menon,Brasileira,Feminino,de 60 a 70 anos,Brasil,Editora Rizoma,Brasil,https://www.rizomaeditora.com.br/,BR,Não,Não,Não
2024,Mar germinal,Poesia,Brasil,Rute Ella Dominici,Brasileira,Feminino,de 60 a 70 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Mar salgado,Poesia,Brasil,Elesbao Ribeiro,Portuguesa,Masculino,de 70 a 80 anos,Brasil,TextoTerritório,Brasil,https://www.textoterritorio.com.br/,BR,Não,Não,Não
2024,Mar Vermelho,Poesia,Portugal,Carlos Frias De Carvalho,Portuguesa,Masculino,de 70 a 80 anos,Portugal,Glaciar,Portugal,www.glaciar.com.pt,PT,Não,Não,Não
2024,Marcados - Os Filhos dos Anjos Caídos,Romance,Brasil,Leonardo Nobrega,Brasileira,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Marcas da Realidade,Poesia,Brasil,Rosangela Macedo,Brasileira,Masculino,de 40 a 50 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,Maré de lava,Poesia,Brasil,Francis,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Maremoto,Poesia,Brasil,Yasmin Umbelino,Brasileira,Feminino,de 20 a 30 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,Marés,Poesia,Brasil,Caio Garrido,Brasileira,Masculino,de 40 a 50 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Margens Dissidentes,Poesia,Brasil,V.Hugo,Brasileira,Masculino,de 20 a 30 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,Maria das Acácias,Romance,Brasil,Afonso Rocha,Portuguesa,Masculino,de 70 a 80 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Marias,Conto,Brasil,Vanessa Meriqui,Brasileira,Feminino,de 60 a 70 anos,Brasil,Transversal - Oito e Meio,Brasil,https://oitoemeio.com.br/,BR,Não,Não,Não
2024,Marias de pedra e mel,Conto,Brasil,Iara Sydenstricker,Brasileira,Feminino,de 60 a 70 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Marina,Romance,Brasil,Marco Lucchesi,Brasileira,Masculino,de 60 a 70 anos,Brasil,Rua do Sabão,Brasil,www.editoraruadosabao.com.br,BR,Não,Não,Não
2024,Marketing do amor,Romance,Brasil,Renato Ritto,Brasileira,Masculino,de 30 a 40 anos,Brasil,Intrínseca,Brasil,https://www.intrinseca.com.br/,BR,Não,Não,Não
2024,Marshmellow ou as minhas mentiras,Poesia,Brasil,Julia Murachovsky,Brasileira,Feminino,de 20 a 30 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Martina,Romance,Brasil,Eduardo Souza Lima,Brasileira,Prefiro não informar,de 50 a 60 anos,Brasil,Cousa,Brasil,https://editoracousa.com.br/,BR,Não,Não,Não
2024,Mas essa não é toda verdade sobre mim,Romance,Brasil,Mariana Tenorio,Brasileira,Feminino,de 30 a 40 anos,Brasil,Libertinagem,Brasil,www.editoralibertinagem.com,BR,Não,Não,Não
2024,Mas eu divago vol. 1,Crônica,Brasil,Paul Marcel,Brasileira,Masculino,de 50 a 60 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Mas não guardo rancor,Romance,Brasil,Rhaina Ellery,Brasileira,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Mas o que foi que te aconteceu? ,Conto,Brasil,Ana Leticia Leal,Brasileira,Feminino,de 50 a 60 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,Mastigando borboletas ,Poesia,Brasil,Pedro Abilio,Brasileira,Masculino,de 20 a 30 anos,Brasil,Paraquedas,Brasil,https://www.editoraparaquedas.com.br/,BR,Não,Não,Não
2024,Mata doce,Romance,Brasil,Luciany Aparecida,Brasileira,Prefiro não informar,de 40 a 50 anos,Brasil,Companhia das Letras,Brasil,https://www.companhiadasletras.com.br/,BR,Não,Não,Sim
2024,Mataram Default: a vida e as mortes de um homem esquizofrênico,Poesia,Brasil,Sergio Oliveira,Brasileira,Masculino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Matéria escorregadia,Poesia,Brasil,Mayara Brandao Salgueiro,Brasileira,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Material Poético,Poesia,Brasil,Evandro Alves,Brasileira,Masculino,de 40 a 50 anos,Brasil,Brasa ,Brasil,www.brasaeditora.com.br,BR,Não,Não,Não
2024,Matilde,Romance,Portugal,Luz Vieira Da Silva,Portuguesa,Feminino,de 40 a 50 anos,Portugal,Europa,Itália,https://www.editora-europa.com,IT,Não,Não,Não
2024,Matilha urbana de desvalidos,Romance,Brasil,Maximiliano Da Rosa,Brasileira,Masculino,de 50 a 60 anos,Brasil,Ópera,Brasil,https://operaeditorial.com.br/,BR,Não,Não,Não
2024,Mátria,Poesia,Brasil,Lais Romero,Brasileira,Feminino,de 30 a 40 anos,Brasil,Paraquedas,Brasil,https://www.editoraparaquedas.com.br/,BR,Não,Não,Não
2024,"Me fala tudo, menos a verdade",Conto,Brasil,Tusnelda Marins,Brasileira,Feminino,de 70 a 80 anos,Brasil,Palavreado,Brasil,www.editorapalavreado.com,BR,Não,Não,Não
2024,Meio-norte 2B84,Romance,Brasil,Thais Nunes,Brasileira,Feminino,de 30 a 40 anos,Brasil,Transversal - Oito e Meio,Brasil,https://oitoemeio.com.br/,BR,Não,Não,Não
2024,Melodias do infinito,Romance,Brasil,Julia Rietjens,Brasileira,Feminino,de 30 a 40 anos,Brasil,Cartola,Brasil,cartolaeditora.com.br,BR,Não,Não,Não
2024,Melva,Romance,Brasil,Monica A. De Carvalho Seixas,Brasileira,Feminino,de 40 a 50 anos,Brasil,Caravana,Brasil,,BR,Não,Não,Não
2024,Memorial d'inópia,Poesia,Brasil,Ana Sophia Brioschi Santos,Brasileira,Prefiro não informar,de 20 a 30 anos,Brasil,Cousa,Brasil,https://editoracousa.com.br/,BR,Não,Não,Não
2024,Memórias da febre,Poesia,Brasil,Jose Eduardo Degrazia,Brasileira,Masculino,de 70 a 80 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Memórias de um catador de pedras,Poesia,Brasil,Jose Edvaldo Pereira Sales,Brasileira,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Memórias de um soldado burguês,Romance,Brasil,Cassio Giorgetti,Brasileira,Masculino,de 30 a 40 anos,Brasil,Versiprosa,Brasil,https://www.editoraversiprosa.com.br/,BR,Não,Não,Não
2024,Memórias de um tempo obscuro,Crônica,Brasil,Ricardo Viveiros,Brasileira,Masculino,de 70 a 80 anos,Brasil,Contexto,Brasil,https://www.editoracontexto.com.br/Home,BR,Não,Não,Não
2024,Memórias de uma bicicleta,Poesia,Brasil,Pollyanna Melo,Brasileira,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Memórias de uma puta,Romance,Brasil,Samantha Mello,Brasileira,Feminino,de 30 a 40 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Menina de fogo,Romance,Brasil,Taylane Cruz,Brasileira,Feminino,de 30 a 40 anos,Brasil,Jandaíra,Brasil,https://www.editorajandaira.com.br/,BR,Não,Não,Não
2024,Meninos guerreiros,Romance,Brasil,Paulo De Tarso Riccordi,Brasileira,Masculino,de 70 a 80 anos,Brasil,Coragem,Brasil,https://www.editoracoragem.com.br/,BR,Não,Não,Não
2024,Meninos suspensos,Romance,Brasil,D. B. Frattini,Brasileira,Masculino,de 60 a 70 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Menores que o céu,Conto,Brasil,Gean Paulo Naue,Brasileira,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,"Mergulhar na Pele, Desoxidar a Língua",Poesia,Brasil,Julia Peccini,Brasileira,Feminino,de 20 a 30 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Mergulhos,Poesia,Brasil,Nina Forlin,Brasileira,Feminino,de 30 a 40 anos,Brasil,Paraquedas,Brasil,https://www.editoraparaquedas.com.br/,BR,Não,Não,Não
2024,Mergulhos,Poesia,Brasil,Marllon Silva,Brasileira,Masculino,de 20 a 30 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,Mesa para um,Dramaturgia,Brasil,Caetano Barsoteli,Brasileira,Masculino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Mesa posta pratos frios,Romance,Brasil,Daniel Barros,Brasileira,Masculino,de 50 a 60 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Mesmo que eu entregasse o corpo às chamas,Romance,Brasil,Alexandre Semedo De Oliveira,Brasileira,Masculino,de 40 a 50 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Mesmo se a Tempestade Chegar,Romance,Brasil,Paulo Pera,Brasileira,Masculino,de 30 a 40 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Meta: Linguagem,Poesia,Brasil,Lihra,Brasileira,Feminino,de 20 a 30 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,"Metade de mim é flor, a outra metade é calor",Conto,Brasil,Claudia Dandara,Brasileira,Feminino,de 40 a 50 anos,Reino Unido,InVerso,Brasil,editorainverso@editorainverso.com.br,BR,Não,Não,Não
2024,Metal de Sacrifício,Romance,Brasil,Luiz Mauricio Azevedo,Brasileira,Masculino,de 40 a 50 anos,Brasil,Figura de Linguagem,Brasil,editorafiguradelinguagem.com,BR,Não,Não,Sim
2024,Metamorfose do corpo enquanto dorme,Poesia,Portugal,Marta Rocha,Portuguesa,Feminino,de 40 a 50 anos,Portugal,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,MetamorfoseAr...se,Poesia,Brasil,Cris Rosa,Brasileira,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,,BR,Não,Não,Não
2024,Metamorfoses do fogo,Poesia,Brasil,Erick Costa,Brasileira,Masculino,de 40 a 50 anos,Brasil,Cas'a Edições,Brasil,https://casaedicoes.com/ ,BR,Não,Não,Sim
2024,Metrom City,Conto,Brasil,Everton Fellipe Barbon,Brasileira,Masculino,de 30 a 40 anos,Brasil,Telha,Brasil,www.editoratelha.com.br,BR,Não,Não,Não
2024,Meu amor é político,Poesia,Brasil,Dalgo Silva,Brasileira,Masculino,de 30 a 40 anos,Brasil,Cepe,Brasil,https://editora.cepe.com.br/,BR,Não,Não,Não
2024,"Meu amor, amor meu",Poesia,Brasil,S. Da Silva,Brasileira,Feminino,menos de 20 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,"Meu amor, meu ódio",Poesia,Brasil,Alexandre De Almeida,Brasileira,Masculino,de 20 a 30 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Meu coração diz teu nome,Romance,Brasil,Cris Lisboa,Brasileira,Feminino,de 40 a 50 anos,Brasil,Rocco,Brasil,rocco.com.br,BR,Não,Não,Não
2024,Meu imenso Portugal: crônicas do primeiro tempo,Crônica,Brasil,Jose Guilherme Vereza,Brasileira,Masculino,de 60 a 70 anos,Portugal,Imprimatur,Brasil,https://imprimatur.com.br/,BR,Não,Não,Não
2024,"Meu irmão, eu mesmo",Romance,Brasil,Joao Silverio Trevisan,Brasileira,Prefiro não informar,de 70 a 80 anos,Brasil,Companhia das Letras,Brasil,https://www.companhiadasletras.com.br/,BR,Não,Sim,Sim
2024,Meu Pai e o Fim dos Judeus na Bessarábia,Romance,Brasil,Jacques Fux,Brasileira,Masculino,de 30 a 40 anos,Brasil,Perspectiva,Brasil,https://editoraperspectiva.com.br/,BR,Não,Não,Não
2024,Meu Personagem no Divã,Romance,Brasil,Rafael Senra,Brasileira,Masculino,de 40 a 50 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Meu poema é quando,Poesia,Brasil,Jose Benedito Maciel,Brasileira,Masculino,de 70 a 80 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Meu pretérito rosto,Romance,Brasil,Pedro Moreira,Brasileira,Masculino,de 20 a 30 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Meu relógio não conta as horas,Poesia,Brasil,Icara Bahia,Brasileira,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Meu silêncio lambe tua orelha,Poesia,Brasil,Marta Cortezao,Brasileira,Feminino,de 40 a 50 anos,Espanha,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,Meus ecos ,Poesia,Brasil,Padua Dias,Brasileira,Masculino,de 40 a 50 anos,Brasil,Brunsmarck,Brasil,www.editorabrunsmarck.com.br,BR,Não,Não,Não
2024,Meus fantasmas dançam no silêncio,Poesia,Brasil,Nadia Camuca,Brasileira,Feminino,de 30 a 40 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Meus jardins: crônicas de gente e de campo,Crônica,Brasil,Blau Souza,Brasileira,Masculino,de 80 a 90 anos,Brasil,AGE,Brasil,www.editoraage.com.br,BR,Não,Não,Não
2024,Meus vazios,Poesia,Brasil,Luka Magalhaes,Brasileira,Masculino,de 50 a 60 anos,Brasil,Edições Archangelus,Brasil,,BR,Não,Não,Não
2024,Mi mapa,Poesia,Brasil,Alice Verissimo,Brasileira,Feminino,de 20 a 30 anos,Brasil,Caravana,Brasil,www.caravanagrupoeditorial.com.br,BR,Não,Não,Não
2024,"Minha ""Pena""",Poesia,Brasil,Jose Regi,Brasileira,Masculino,de 50 a 60 anos,Brasil,Edições Archangelus,Brasil,,BR,Não,Não,Não
2024,"Minha bricolagem, Osvaldinho",Poesia,Brasil,Dedallo Neves,Brasileira,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Minha Casa,Poesia,Brasil,Alexandre Alves Cotas,Brasileira,Masculino,de 60 a 70 anos,Brasil,Albatroz,Brasil,https://editoraalbatroz.com.br/,BR,Não,Não,Não
2024,Minha língua procura palavras que tenham gosto de bala de maçã,Poesia,Brasil,Tascia Souza,Brasileira,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Minha Pele Preta ao Sol ,Poesia,Brasil,Abelardo Rodrigues,Brasileira,Masculino,de 70 a 80 anos,Brasil,Cubile,Brasil,https://cubileeditorial.com.br/,BR,Não,Não,Não
2024,Minha sombra luminosa,Dramaturgia,Brasil,Tomas Fleck,Brasileira,Masculino,de 30 a 40 anos,Brasil,Reformatório,Brasil,http://www.reformatorio.com.br,BR,Não,Não,Não
2024,Minha sombra vestida de flores,Poesia,Brasil,Bruno Clemente,Brasileira,Masculino,de 20 a 30 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Miniconto Paixão ao vento,Poesia,Brasil,Joao Paulo Dos Santos,Brasileira,Masculino,de 40 a 50 anos,Brasil,Brunsmarck,Brasil,www.editorabrunsmarck.com.br,BR,Não,Não,Não
2024,Mínimos campos ,Conto,Brasil,Vivalde Brandao Couto Filho,Brasileira,Masculino,de 70 a 80 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,Miragem Concreta,Poesia,Brasil,Jrcd,Brasileira,Masculino,de 20 a 30 anos,Brasil,Toma Aí Um Poema,Brasil,loja.tomaaiumpoema.com.br,BR,Não,Não,Não
2024,Mirelo,Conto,Brasil,Julia Pateo,Brasileira,Feminino,de 20 a 30 anos,Brasil,Laranja Original,Brasil,https://www.laranjaoriginal.com.br/,BR,Não,Não,Não
2024,Mitologia Pantanal ,Conto,Brasil,Jaminho,Brasileira,Masculino,de 50 a 60 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Mnemosine,Conto,Brasil,Renata Pereira,Brasileira,Feminino,de 20 a 30 anos,Brasil,Patuá,Brasil,www.editorapatua.com.br,BR,Não,Não,Não
2024,Monstros menores,Romance,Brasil,Pablo Amaral Rebello,Brasileira,Masculino,de 40 a 50 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Monstros subterrâneos,Conto,Brasil,Bruna Malta Victal,Brasileira,Feminino,de 20 a 30 anos,Brasil,Urutau,Brasil,www.editoraurutau.com,BR,Não,Não,Não
2024,Morada do vazio﻿,Poesia,Brasil,Ricardo Corona,Brasileira,Masculino,de 60 a 70 anos,Brasil,Iluminuras,Brasil,https://www.iluminuras.com.br/index.php?route=common/home,BR,Não,Não,Não
2024,Morada mínima,Poesia,Brasil,Guilherme Pena,Brasileira,Masculino,de 50 a 60 anos,Brasil,7Letras,Brasil,https://7letras.com.br/,BR,Não,Não,Não
2024,Morrer de sede em pleno mar,Romance,Brasil,Marcelle Azeredo,Brasileira,Feminino,de 50 a 60 anos,Brasil,Penalux,Brasil,www.editorapenalux.com.br,BR,Não,Não,Não
2024,Morrer e depois,Poesia,Portugal,Maria Jose Quintela,Portuguesa,Feminino,de 60 a 70 anos,Brasil,Labirinto,Portugal,https://www.editora-labirinto.com/,PT,Não,Não,Não
2024,Morto não me serves de nada,Romance,Brasil,Toni Moraes,Brasileira,Masculino,de 30 a 40 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Movimento rápido dos olhos,Conto,Brasil,Fabricio Ferreira,Brasileira,Masculino,de 30 a 40 anos,Brasil,Folheando,Brasil,https://www.editorafolheando.com.br/,BR,Não,Não,Não
2024,Muito antes de ser sério,Poesia,Brasil,Amerita Muskaria - Pseudonimo De Amanda Barretta Almeida,Brasileira,Feminino,de 40 a 50 anos,Brasil,Editora Rizoma,Brasil,https://www.rizomaeditora.com.br/,BR,Não,Não,Não
